booth,remote,station,line_name,division,station_id,station_id_2,station_id_3,station_name,complex_id,complex_name,prior_remotes,prior_station_names,poe_loc,omny_id,booth_status,tracked_as,location
PTH10,R547,9TH STREET,1,PTH,909,,,9th Street,909,,,,2278,,,,W 9th St
PTH11,R545,14TH STREET,1,PTH,910,,,14th Street,910,,,,,,,,B/D W 14th St
PTH12,R542,TWENTY THIRD ST,1,PTH,911,,,23rd Street,911,,,,,,,,W 23rd St
PTH13,R541,THIRTY ST,1,PTH,912,,,33rd Street,912,,,,,,,,W 30th St
PTH16,R550,LACKAWANNA,1,PTH,906,,,Hoboken,906,,,,,,,,Sinatra Dr
PTH17,R541,THIRTY THIRD ST,1,PTH,912,,,33rd Street,912,,,,,,,,W 32nd St
PTH18,R549,NEWARK BM BW,1,PTH,900,,,Newark,900,,,,,,,,Platform B W/S
PTH19,R549,NEWARK C,1,PTH,900,,,Newark,900,,,,2297,,,,Platform C
PTH20,R549,NEWARK HM HE,1,PTH,900,,,Newark,900,,,,,,,,Track H
PTH21,R540,PATH WTC 2,1,PTH,907,,,WTC,907,,,,2265,,,,Greenwich St N
PTH22,R540,PATH NEW WTC,1,PTH,907,,,WTC,907,,,,2299,,,,Greenwich St
TRAM1,R468,RIT-MANHATTAN,R,RIT,800,,,Manhattan,800,,,,,,,,2nd Ave
TRAM2,R469,RIT-ROOSEVELT,R,RIT,801,,,Roosevelt Island,801,,,,,,,,Main St
WCCTR,R532,WEST COUNTY CTR,5,BEE,1002,,,Westchester County Center,1002,,,,,,Vending,,"198 Central Ave, White Plains, NY 10606"
X001,R410,NYC & CO - 7 AV,1,IRT,1007,,,NYC & Company Office,1007,,,,,,Vending,,"810 7th Ave, New York, NY 10019"
X002,R470,ELTINGVILLE PK,Z,SRT,1003,,,Eltingville Transit Center,1003,,,,,,Vending,,"3230 Richmond Ave, Staten Island, NY 10312"
